číselník,číselník_název_cs,položka,položka_kód,položka_název_cs
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JI,JI,Kompositní materiály
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JJ,JJ,Ostatní materiály
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JK,JK,Koroze a povrchové úpravy materiálu
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JL,JL,Únava materiálu a lomová mechanika
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JM,JM,Inženýrské stavitelství
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JN,JN,Stavebnictví
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JO,JO,Pozemní dopravní systémy a zařízení
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JP,JP,Průmyslové procesy a zpracování
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JQ,JQ,Strojní zařízení a nástroje
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JR,JR,Ostatní strojírenství
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JS,JS,"Řízení spolehlivosti a kvality, zkušebnictví"
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JT,JT,"Pohon, motory a paliva"
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JU,JU,"Aeronautika, aerodynamika, letadla"
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JV,JV,Kosmické technologie
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JW,JW,"Navigace, spojení, detekce a protiopatření"
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/JY,JY,"Střelné zbraně, munice, výbušniny, bojová vozidla"
https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů,Klasifikace oborů ISVaV,https://data.mvcr.gov.cz/zdroj/číselníky/klasifikace-výzkumných-oborů/položky/KA,KA,Vojenství
