číselník,číselník_název_cs,číselník_název_en,číselník_položka,číselník_položka_kód,číselník_položka_název_cs,číselník_položka_název_en
https://data.dia.gov.cz/zdroj/číselníky/typy-využití-otevřených-dat,Typy využití otevřených dat,Types of open data reuse,https://data.dia.gov.cz/zdroj/číselníky/typy-využití-otevřených-dat/položky/Aplikace,Aplikace,Aplikace,Application
https://data.dia.gov.cz/zdroj/číselníky/typy-využití-otevřených-dat,Typy využití otevřených dat,Types of open data reuse,https://data.dia.gov.cz/zdroj/číselníky/typy-využití-otevřených-dat/položky/Článek,Článek,Článek,Article
