číselník,číselník_název_cs,číselník_název_en,číselník_položka,číselník_položka_kód,číselník_položka_název_cs,číselník_položka_název_en,číselník_položka_širší_položka,číselník_položka_širší_shoda,číselník_položka_přesná_shoda
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje,geoprostorové-údaje,Geoprostorové údaje,Geospatial,,,http://data.europa.eu/bna/c_ac64a52d
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje/správní-jednotky,správní-jednotky,Správní jednotky,Administrative units,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje,http://data.europa.eu/bna/c_ac64a52d,http://inspire.ec.europa.eu/theme/au
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje/zeměpisné-názvy,zeměpisné-názvy,Zeměpisné názvy,Geographical names,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje,http://data.europa.eu/bna/c_ac64a52d,http://inspire.ec.europa.eu/theme/gn
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje/adresy,adresy,Adresy,Addresses,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje,http://data.europa.eu/bna/c_ac64a52d,http://inspire.ec.europa.eu/theme/ad
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-udaje/budovy,budovy,Budovy,Buildings,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje,http://data.europa.eu/bna/c_ac64a52d,http://inspire.ec.europa.eu/theme/bu
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-udaje/katastrální-parcely,katastrální-parcely,Katastrální parcely,Cadastral parcels,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje,http://data.europa.eu/bna/c_ac64a52d,http://inspire.ec.europa.eu/theme/cp
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje/referenční-pozemky,referenční-pozemky,Referenční pozemky,Reference parcels,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje,http://data.europa.eu/bna/c_ac64a52d,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje/zemědělské-pozemky,zemědělské-pozemky,Zemědělské pozemky,Agricultural parcels,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/geoprostorové-údaje,http://data.europa.eu/bna/c_ac64a52d,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,pozorování-země-a-životní-prostředí,Pozorování Země a životní prostředí,Earth observation and environment,,,http://data.europa.eu/bna/c_dd313021
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/bioregiony,bioregiony,Bioregiony,Bio-geographical regions,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/br
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/chráněná-území,chráněná-území,Chráněná území,Protected sites,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/ps
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/emise,emise,Emise,Emissions,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/energetické-zdroje,energetické-zdroje,Energetické zdroje,Energy Resources,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/er
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/geologie,geologie,Geologie,Geology,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/ge
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/hluk,hluk,Hluk,Noise,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/meteorologické-údaje,meteorologické-údaje,Meteorologické údaje,Meteorological,,,http://data.europa.eu/bna/c_164e0bf5
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/meteorologické-údaje/klimatické-údaje-ověřená-pozorování,klimatické-údaje-ověřená-pozorování,Klimatické údaje: ověřená pozorování,Climate data: validated observations,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/meteorologické-údaje,http://data.europa.eu/bna/c_164e0bf5,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/meteorologické-údaje/meteorologická-upozornění,meteorologická-upozornění,Meteorologická upozornění,Weather alerts,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/meteorologické-údaje,http://data.europa.eu/bna/c_164e0bf5,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/meteorologické-údaje/radarové-údaje,radarové-údaje,Radarové údaje,Radar data,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/meteorologické-údaje,http://data.europa.eu/bna/c_164e0bf5,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/meteorologické-údaje/údaje-z-modelu-numerických-předpovědí-počasí,údaje-z-modelu-numerických-předpovědí-počasí,Údaje z modelu numerických předpovědí počasí,NWP model data,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/meteorologické-údaje,http://data.europa.eu/bna/c_164e0bf5,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/meteorologické-údaje/údaje-z-pozorování-naměřené-v-meteorologických-stanicích,údaje-z-pozorování-naměřené-v-meteorologických-stanicích,Údaje z pozorování naměřené v meteorologických stanicích,Observations data measured by weather stations,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/meteorologické-údaje,http://data.europa.eu/bna/c_164e0bf5,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,statistika,Statistika,Statistics,,,http://data.europa.eu/bna/c_e1da4e07
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/národní-účty-hlavní-souhrnné-ukazatele-hdp,národní-účty-hlavní-souhrnné-ukazatele-hdp,Národní účty – hlavní souhrnné ukazatele HDP,National accounts – GDP main aggregates,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/národní-účty-klíčové-ukazatele-zaměřené-na-podniky,národní-účty-klíčové-ukazatele-zaměřené-na-podniky,Národní účty – klíčové ukazatele zaměřené na podniky,National accounts – key indicators on corporations,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/národní-účty-klíčové-ukazatele-zaměřené-na-domácnosti,národní-účty-klíčové-ukazatele-zaměřené-na-domácnosti,Národní účty – klíčové ukazatele zaměřené na domácnosti,National accounts – key indicators on households,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/výdaje-a-příjmy-vládních-institucí,výdaje-a-příjmy-vládních-institucí,Výdaje a příjmy vládních institucí,Government expenditure and revenue,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/konsolidovaný-hrubý-veřejný-dluh,konsolidovaný-hrubý-veřejný-dluh,Konsolidovaný hrubý veřejný dluh,Consolidated government gross debt,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/environmentální-účty-a-statistické-údaje,environmentální-účty-a-statistické-údaje,Environmentální účty a statistické údaje,Environmental accounts and statistics,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/populace-plodnost-úmrtnost,populace-plodnost-úmrtnost,"Populace, plodnost, úmrtnost","Population, Fertility, Mortality",https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/populace,populace,Populace,Population,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/plodnost,plodnost,Plodnost,Fertility,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/úmrtnost,úmrtnost,Úmrtnost,Mortality,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/běžné-výdaje-na-zdravotní-péči,běžné-výdaje-na-zdravotní-péči,Běžné výdaje na zdravotní péči,Current healthcare expenditure,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/chudoba,chudoba,Chudoba,Poverty,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/nerovnost,nerovnost,Nerovnost,Inequality,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/zaměstnanost,zaměstnanost,Zaměstnanost,Employment,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/nezaměstnanost,nezaměstnanost,Nezaměstnanost,Unemployment,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/číselníky/hvds/položky/statistika/potenciální-pracovní-síla,potenciální-pracovní-síla,Potenciální pracovní síla,Potential labour force,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/statistika,http://data.europa.eu/bna/c_e1da4e07,
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/vodopis,vodopis,Vodopis,Hydrography,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/hy
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/nadmořská-výška,nadmořská-výška,Nadmořská výška,Elevation,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/el
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/krajinný-pokryv,krajinný-pokryv,Krajinný pokryv,Land cover,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/lc
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/ortofotosnímky,ortofotosnímky,Ortofotosnímky,Orthoimagery,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/oi
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/správní-oblasti-chráněná-pásma-regulovaná-území-a-jednotky-podávající-hlášení,správní-oblasti-chráněná-pásma-regulovaná-území-a-jednotky-podávající-hlášení,Správní oblasti / chráněná pásma / regulovaná území a jednotky podávající hlášení,Area management / restriction / regulation zones & reporting units,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/am
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/zařízení-pro-sledování-životního-prostředí,zařízení-pro-sledování-životního-prostředí,Zařízení pro sledování životního prostředí,Environmental monitoring Facilities,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/ef
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/stanoviště-a-biotopy,stanoviště-a-biotopy,Stanoviště a biotopy,Habitats and biotopes,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/hb
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/využití-území,využití-území,Využití území,Land Use,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/lu
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/nerostné-suroviny,nerostné-suroviny,Nerostné suroviny,Mineral Resources,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/mr
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/oblasti-ohrožené-přírodními-riziky,oblasti-ohrožené-přírodními-riziky,Oblasti ohrožené přírodními riziky,Natural risk zones,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/nz
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/zeměpisné-oceánografické-prvky,zeměpisné-oceánografické-prvky,Zeměpisné oceánografické prvky,Oceanographic geographical features,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/of
https://data.dia.gov.cz/zdroj/číselníky/hvds,Datové sady s vysokou socio-ekonomickou hodnotou (HVDs),High-Value Datasets,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí/výrobní-a-průmyslová-zařízení,výrobní-a-průmyslová-zařízení,Výrobní a průmyslová zařízení,Production and industrial facilities,https://data.dia.gov.cz/zdroj/číselníky/hvds/položky/pozorování-země-a-životní-prostředí,http://data.europa.eu/bna/c_164e0bf5,http://inspire.ec.europa.eu/theme/pf
