číselník,číselník_název_en,položka,položka_kód,položka_název_en,položka_tranzitivně_širší_položka
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50402,50402,Demography,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50400
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50403,50403,Social topics (Women´s and gender studies; Social issues; Family studies; Social work),https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50400
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50404,50404,"Antropology, ethnology",https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50400
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50501,50501,Law,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50500
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50502,50502,"Criminology, penology",https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50500
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50601,50601,Political science,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50600
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50602,50602,Public administration,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50600
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50603,50603,Organisation theory,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50600
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50701,50701,Cultural and economic geography,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50700
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50702,50702,Urban studies (planning and development),https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50700
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50703,50703,Transport planning and social aspects of transport (transport engineering to be 2.1),https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50700
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50704,50704,Environmental sciences (social aspects),https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50700
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50801,50801,Journalism,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50800
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50802,50802,Media and socio-cultural communication,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50800
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50803,50803,Information science (social aspects),https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50800
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50804,50804,Library science,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50800
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50901,50901,Other social sciences,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50900
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50902,50902,"Social sciences, interdisciplinary",https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50900
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60101,60101,"History (history of science and technology to be 6.3, history of specific sciences to be under the respective headings)",https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60100
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60102,60102,Archaeology,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60100
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60201,60201,General language studies,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60200
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60202,60202,Specific languages,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60200
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60203,60203,Linguistics,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60200
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60204,60204,General literature studies,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60200
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60205,60205,Literary theory,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60200
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60206,60206,Specific literatures,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60200
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60301,60301,"Philosophy, History and Philosophy of science and technology",https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60300
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60302,60302,Ethics (except ethics related to specific subfields),https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60300
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60303,60303,Theology,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60300
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60304,60304,Religious studies,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60300
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60401,60401,"Arts, Art history",https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60400
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60402,60402,Architectural design,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60400
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60403,60403,"Performing arts studies (Musicology, Theater science, Dramaturgy)",https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60400
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60404,60404,Folklore studies,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60400
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60405,60405,"Studies on Film, Radio and Television",https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60400
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/10000,10000,1. Natural Sciences,
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/20000,20000,2. Engineering and Technology,
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/30000,30000,3. Medical and Health Sciences,
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/40000,40000,4. Agricultural and veterinary sciences,
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/50000,50000,5. Social Sciences,
https://data.mvcr.gov.cz/zdroj/číselníky/ford,Fields of Research and Development classification (FORD) - Frascati manual,https://data.mvcr.gov.cz/zdroj/číselníky/ford/položky/60000,60000,6. Humanities and the Arts,
