číselník,číselník_název_cs,číselník_název_en,číselník_položka,číselník_položka_kód,číselník_položka_název_cs,číselník_položka_název_en
https://data.mvcr.gov.cz/zdroj/číselníky/jiná-časová-specifikace,Jiná časová specifikace,Other time specification,https://data.mvcr.gov.cz/zdroj/číselníky/jiná-časová-specifikace/položky/dobré-počasí,dobré-počasí,Dobré počasí,Good weather
https://data.mvcr.gov.cz/zdroj/číselníky/jiná-časová-specifikace,Jiná časová specifikace,Other time specification,https://data.mvcr.gov.cz/zdroj/číselníky/jiná-časová-specifikace/položky/špatné-počasí,špatné-počasí,Špatné počasí,Bad weather
